gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_B_cells_memory_activated	celltype_B_cells_naive	celltype_B_cells_naive_activated	celltype_B_cells_oligoclonal	celltype_B_cells_memory	celltype_T_regs	celltype_T8_activated_1	celltype_T_gd	celltype_T4_activated	celltype_NK_CD16_bright	celltype_T4_naive	celltype_T4_memory	celltype_NK_CD16_bright_activated	celltype_T8_memory	celltype_NK_CD56_bright	celltype_NK_CD56_bright_activated	celltype_MAIT_cells	celltype_T8_naive	celltype_MAIT_cells_activated	celltype_T8_activated_2	celltype_Myeloid_cells
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.063	0.074	0.051	0.047	0.045	0.067	0.035	0.204	0.057	0.389	0.09	0.075	0.251	0.314	0.266	0.243	0.145	0.036	0.258	0.09	0.312
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.008	0.009	0.011	0.004	0.029	0.078	0.028	0.026	0.046	0.001	0.059	0.086	0.012	0.028	0.028	0.021	0.034	0.01	0.044	0.066	0.127
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC090068F7B	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC047CEF2DD	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC090068F7B	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC047CEF2DD	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.129	0.34	0.339	0.367	0.257	0.413	0.169	0.306	0.26	0.409	0.645	0.564	0.438	0.342	0.322	0.202	0.311	0.492	0.303	0.171	0.692
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC02A19FC2F	0.129	0.34	0.339	0.367	0.257	0.413	0.169	0.306	0.26	0.409	0.645	0.564	0.438	0.342	0.322	0.202	0.311	0.492	0.303	0.171	0.692
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.129	0.34	0.339	0.367	0.257	0.413	0.169	0.306	0.26	0.409	0.645	0.564	0.438	0.342	0.322	0.202	0.311	0.492	0.303	0.171	0.692
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC02A19FC2F	0.129	0.34	0.339	0.367	0.257	0.413	0.169	0.306	0.26	0.409	0.645	0.564	0.438	0.342	0.322	0.202	0.311	0.492	0.303	0.171	0.692
IFNGR1	P15260	True	INGR1_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.26	0.636	0.204	0.452	0.514	0.085	0.035	0.006	0.012	0.013	0.287	0.101	0.003	0.004	0.0	0.004	0.0	0.056	0.0	0.012	1.293
IFNGR1	P15260	True	INGR1_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	0.26	0.636	0.204	0.452	0.514	0.085	0.035	0.006	0.012	0.013	0.287	0.101	0.003	0.004	0.0	0.004	0.0	0.056	0.0	0.012	1.293
IFNGR2	P38484	True	INGR2_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.26	0.636	0.204	0.452	0.514	0.085	0.035	0.006	0.012	0.013	0.287	0.101	0.003	0.004	0.0	0.004	0.0	0.056	0.0	0.012	1.293
IFNGR2	P38484	True	INGR2_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	0.26	0.636	0.204	0.452	0.514	0.085	0.035	0.006	0.012	0.013	0.287	0.101	0.003	0.004	0.0	0.004	0.0	0.056	0.0	0.012	1.293
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.04	0.089	0.065	0.069	0.046	0.061	0.012	0.012	0.024	0.0	0.004	0.018	0.012	0.075	0.0	0.0	0.0	0.008	0.006	0.019	0.012
IL10RB	Q08334	True	I10R2_HUMAN	Type_III_IFNR	CPI-SC09F9339AD	0.04	0.089	0.065	0.069	0.046	0.061	0.012	0.012	0.024	0.0	0.004	0.018	0.012	0.075	0.0	0.0	0.0	0.008	0.006	0.019	0.012
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.04	0.089	0.065	0.069	0.046	0.061	0.012	0.012	0.024	0.0	0.004	0.018	0.012	0.075	0.0	0.0	0.0	0.008	0.006	0.019	0.012
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type_III_IFNR	CPI-SC09F9339AD	0.04	0.089	0.065	0.069	0.046	0.061	0.012	0.012	0.024	0.0	0.004	0.018	0.012	0.075	0.0	0.0	0.0	0.008	0.006	0.019	0.012
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.008	0.014	0.006	0.0	0.006	0.0	0.003	0.0	0.008	0.0	0.003	0.01	0.02	0.007	0.0	0.011	0.007	0.0	0.007	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0092846B0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0082A7233	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0674C647E	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03D71E025	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05F111D21	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC041215790	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0545E2502	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02AE206BE	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC069F95780	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC091173D82	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC07FB88720	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC035953E6B	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC01115AAD1	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F590482E	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC090DB3159	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.008	0.003	0.011	0.0	0.009	0.016	0.062	0.365	0.082	0.022	0.031	0.158	0.097	0.422	0.181	0.388	0.321	0.109	0.385	0.145	0.071
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.001	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.004
