gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_NK_CD16_bright	celltype_Monocytes_non-classical	celltype_Monocytes_intermediate	celltype_iNKT_cells	celltype_T4_naive	celltype_TEM_CD8+	celltype_B_cells_memory_activated	celltype_T4_activated	celltype_MAIT_cells	celltype_T_gd	celltype_T_regs	celltype_Monocytes_classical	celltype_B_cells_naive	celltype_Macrophages	celltype_TCM_CD8+	celltype_cDC1	celltype_T4_memory	celltype_TMRA_CD8+	celltype_NK_CD56_bright	celltype_T8_activated	celltype_T8_naive	celltype_Precursor_cells	celltype_NK_CD16_bright_activated	celltype_B_cells_naive_activated	celltype_NK_CD56_bright_activated	celltype_B_cells_memory	celltype_cDC2	celltype_Plasma_cells	celltype_pDC
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC028882919	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0CED85DDE	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC07707E049	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC05590EDD3	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0FCB8DFBB	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0DA063880	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC039737584	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC030087D4F	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0CC8A2F79	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B4F620A6	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC027EF0F68	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A18569E5	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC090152EEE	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0AA500B63	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC008D5E4B2	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC00942962B	0.004	0.007	0.005	0.001	0.002	0.0	0.003	0.003	0.007	0.0	0.002	0.001	0.0	0.002	0.001	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.002	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0681D30FE	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC02017BE74	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0092846B0	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0082A7233	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0674C647E	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03D71E025	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05F111D21	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0BCD683D4	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC041215790	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247375A7	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0AD2341AF	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0AE4F5BAB	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC075489ADB	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC015ECCD97	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC09AE93F66	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0FB1817EE	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0C5B4E222	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC044916391	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC06DCE672A	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC08821B0D2	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0CC30CEC0	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0D0BFC9F7	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0BCE0B954	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0755F1632	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0FAC9844A	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC08F17FB3E	0.0	0.006	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.004	0.015	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0
